"79","2013-03-20","0000-00-00 06:19:00","0000-00-00 06:45:00","0000-00-00 13:45:00","0000-00-00 14:00:00","0000-00-00 17:12:00","0000-00-00 18:15:00","0000-00-00 19:49:00","2 Min","0000-00-00 20:58:00","0000-00-00 21:20:00","0000-00-00 07:42:00"
"80","2013-03-21","0000-00-00 06:17:00","0000-00-00 06:45:00","0000-00-00 13:45:00","0000-00-00 14:00:00","0000-00-00 17:13:00","0000-00-00 18:15:00","0000-00-00 19:49:00","2 Min","0000-00-00 20:59:00","0000-00-00 21:20:00","0000-00-00 07:40:00"
"81","2013-03-22","0000-00-00 06:16:00","0000-00-00 06:45:00","0000-00-00 13:45:00","0000-00-00 14:00:00","0000-00-00 17:13:00","0000-00-00 18:15:00","0000-00-00 19:50:00","2 Min","0000-00-00 20:59:00","0000-00-00 21:20:00","0000-00-00 07:39:00"
"82","2013-03-23","0000-00-00 06:14:00","0000-00-00 06:45:00","0000-00-00 13:45:00","0000-00-00 14:00:00","0000-00-00 17:13:00","0000-00-00 18:15:00","0000-00-00 19:51:00","2 Min","0000-00-00 21:00:00","0000-00-00 21:20:00","0000-00-00 07:38:00"
"83","2013-03-24","0000-00-00 06:13:00","0000-00-00 06:45:00","0000-00-00 13:44:00","0000-00-00 14:00:00","0000-00-00 17:13:00","0000-00-00 18:15:00","0000-00-00 19:52:00","2 Min","0000-00-00 21:01:00","0000-00-00 21:20:00","0000-00-00 07:36:00"
"84","2013-03-25","0000-00-00 06:11:00","0000-00-00 06:45:00","0000-00-00 13:44:00","0000-00-00 14:00:00","0000-00-00 17:14:00","0000-00-00 18:15:00","0000-00-00 19:52:00","2 Min","0000-00-00 21:02:00","0000-00-00 21:20:00","0000-00-00 07:35:00"
"85","2013-03-26","0000-00-00 06:10:00","0000-00-00 06:45:00","0000-00-00 13:44:00","0000-00-00 14:00:00","0000-00-00 17:14:00","0000-00-00 18:15:00","0000-00-00 19:53:00","2 Min","0000-00-00 21:03:00","0000-00-00 21:20:00","0000-00-00 07:34:00"
"86","2013-03-27","0000-00-00 06:08:00","0000-00-00 06:45:00","0000-00-00 13:43:00","0000-00-00 14:00:00","0000-00-00 17:14:00","0000-00-00 18:15:00","0000-00-00 19:54:00","..","0000-00-00 21:04:00","0000-00-00 21:20:00","0000-00-00 07:32:00"
"87","2013-03-28","0000-00-00 06:07:00","0000-00-00 06:45:00","0000-00-00 13:43:00","0000-00-00 14:00:00","0000-00-00 17:14:00","0000-00-00 18:15:00","0000-00-00 19:55:00","2 Min","0000-00-00 21:04:00","0000-00-00 21:20:00","0000-00-00 07:31:00"
"88","2013-03-29","0000-00-00 06:05:00","0000-00-00 06:45:00","0000-00-00 13:43:00","0000-00-00 14:00:00","0000-00-00 17:14:00","0000-00-00 18:15:00","0000-00-00 19:56:00","2 Min","0000-00-00 21:05:00","0000-00-00 21:20:00","0000-00-00 07:30:00"
